"theta","K","R","n","m","Aobs_averagepcs","B","logitB","logitA"
0.15,4,2.5,35,2,0.7083,0.795469240592328,1.3582138033467,0.887141855885901
0.15,4,2.5,40,2,0.7229,0.818474585768339,1.50604667934785,0.958892448137319
0.15,4,2.5,45,2,0.7508,0.838404642635406,1.64640543455116,1.10288351779906
0.15,4,2.5,50,2,0.76995,0.855784300402407,1.78070826618261,1.20802890107294
0.15,4,2.5,20,3,0.61065,0.699500955074722,0.844922583787378,0.450045281594103
0.15,4,2.5,25,3,0.64145,0.737171684559519,1.03131978960256,0.581663118366765
0.15,4,2.5,30,3,0.6783,0.768690402530019,1.20093122897343,0.745970233707053
0.15,4,2.5,35,3,0.7029,0.795469240592328,1.3582138033467,0.861145851713298
0.15,4,2.5,40,3,0.7253,0.818474585768339,1.50604667934785,0.970905769268139
0.15,4,2.5,45,3,0.7493,0.838404642635406,1.64640543455116,1.09488243220602
0.15,4,2.5,50,3,0.76755,0.855784300402407,1.78070826618261,1.19452847578262
0.15,4,2.5,20,4,0.61225,0.699500955074722,0.844922583787378,0.456779893775629
0.15,4,2.5,25,4,0.6405,0.737171684559519,1.03131978960256,0.577534944175687
0.15,4,2.5,30,4,0.6795,0.768690402530019,1.20093122897343,0.751474957230474
0.15,4,2.5,35,4,0.70165,0.795469240592328,1.3582138033467,0.855167410229054
0.15,4,2.5,40,4,0.72435,0.818474585768339,1.50604667934785,0.966142755951968
0.15,4,2.5,45,4,0.7504,0.838404642635406,1.64640543455116,1.10074676119674
0.15,4,2.5,50,4,0.76385,0.855784300402407,1.78070826618261,1.17390423846961
0.2,4,1.25,20,1,0.36035,0.374674987864463,-0.512212582848463,-0.573845370392594
0.2,4,1.25,25,1,0.36555,0.388513199998768,-0.453566222571659,-0.551355413103599
0.2,4,1.25,30,1,0.3784,0.401006958967777,-0.401271199215253,-0.496344961875715
0.2,4,1.25,35,1,0.3871,0.412466578787145,-0.353777950200842,-0.459518732908084
0.2,4,1.25,40,1,0.39885,0.423097765711829,-0.310069537221071,-0.410259081063779
0.2,4,1.25,45,1,0.4008,0.433045244133346,-0.269437292435122,-0.402132882432355
0.2,4,1.25,50,1,0.4079,0.442415452923297,-0.231364766432834,-0.372653493214218
0.2,4,1.25,20,2,0.3539,0.374674987864463,-0.512212582848463,-0.601939903212702
0.2,4,1.25,25,2,0.3623,0.388513199998768,-0.453566222571659,-0.565395355420194
0.2,4,1.25,30,2,0.37325,0.401006958967777,-0.401271199215253,-0.518299300619103
0.2,4,1.25,35,2,0.3834,0.412466578787145,-0.353777950200842,-0.475141684840506
0.2,4,1.25,40,2,0.39245,0.423097765711829,-0.310069537221071,-0.437025335781798
0.2,4,1.25,45,2,0.39755,0.433045244133346,-0.269437292435122,-0.415683962021793
0.2,4,1.25,50,2,0.40265,0.442415452923297,-0.231364766432834,-0.394435508021679
0.2,4,1.25,20,3,0.3517,0.374674987864463,-0.512212582848463,-0.611575012701013
0.2,4,1.25,25,3,0.35775,0.388513199998768,-0.453566222571659,-0.585143217553433
0.2,4,1.25,30,3,0.3709,0.401006958967777,-0.401271199215253,-0.528357742080439
0.2,4,1.25,35,3,0.3834,0.412466578787145,-0.353777950200842,-0.475141684840506
0.2,4,1.25,40,3,0.392,0.423097765711829,-0.310069537221071,-0.438913042175704
0.2,4,1.25,45,3,0.3944,0.433045244133346,-0.269437292435122,-0.428854079394758
0.2,4,1.25,50,3,0.40125,0.442415452923297,-0.231364766432834,-0.400259474280899
0.2,4,1.25,20,4,0.3466,0.374674987864463,-0.512212582848463,-0.634018121885464
0.2,4,1.25,25,4,0.3553,0.388513199998768,-0.453566222571659,-0.595822589289593
0.2,4,1.25,30,4,0.36905,0.401006958967777,-0.401271199215253,-0.536294483882858
0.2,4,1.25,35,4,0.3767,0.412466578787145,-0.353777950200842,-0.50357882911681
0.2,4,1.25,40,4,0.38715,0.423097765711829,-0.310069537221071,-0.459307992954442
0.2,4,1.25,45,4,0.39365,0.433045244133346,-0.269437292435122,-0.431995187472324
0.2,4,1.25,50,4,0.40105,0.442415452923297,-0.231364766432834,-0.401092014364406
0.2,4,1.5,20,1,0.45365,0.477259129816887,-0.0910262807049438,-0.185933820401116
0.2,4,1.5,25,1,0.46645,0.501444983754131,0.00577995110777661,-0.134401953655604
0.2,4,1.5,30,1,0.49265,0.523001337728331,0.0920703354371086,-0.0294021179566081
0.2,4,1.5,35,1,0.5118,0.542520417013712,0.17049346338738,0.0472087657668289
0.2,4,1.5,40,1,0.53075,0.560396876603931,0.242772913344594,0.123155425116747
0.2,4,1.5,45,1,0.54105,0.576909869512154,0.310100818166723,0.164570424352558
0.2,4,1.5,50,1,0.5557,0.592265820720925,0.373340114895008,0.223728570344013
0.2,4,1.5,20,2,0.43985,0.477259129816887,-0.0910262807049438,-0.241770845306049
0.2,4,1.5,25,2,0.46085,0.501444983754131,0.00577995110777661,-0.156921214888408
0.2,4,1.5,30,2,0.4849,0.523001337728331,0.0920703354371086,-0.060418372460233
0.2,4,1.5,35,2,0.5034,0.542520417013712,0.17049346338738,0.0136002096271495
0.2,4,1.5,40,2,0.52145,0.560396876603931,0.242772913344594,0.0858526939253063
0.2,4,1.5,45,2,0.5356,0.576909869512154,0.310100818166723,0.142641363993281
0.2,4,1.5,50,2,0.5469,0.592265820720925,0.373340114895008,0.188153118679634
0.2,4,1.5,20,3,0.4396,0.477259129816887,-0.0910262807049438,-0.242785591933386
0.2,4,1.5,25,3,0.4589,0.501444983754131,0.00577995110777661,-0.164771783247902
0.2,4,1.5,30,3,0.48125,0.523001337728331,0.0920703354371086,-0.0750351859429141
0.2,4,1.5,35,3,0.5016,0.542520417013712,0.17049346338738,0.00640002184546773
0.2,4,1.5,40,3,0.51995,0.560396876603931,0.242772913344594,0.0798423879626091
0.2,4,1.5,45,3,0.5301,0.576909869512154,0.310100818166723,0.12054576188499
0.2,4,1.5,50,3,0.54315,0.592265820720925,0.373340114895008,0.17303041543513
0.2,4,1.5,20,4,0.4314,0.477259129816887,-0.0910262807049438,-0.276141465261843
0.2,4,1.5,25,4,0.4525,0.501444983754131,0.00577995110777661,-0.190574698550675
0.2,4,1.5,30,4,0.4732,0.523001337728331,0.0920703354371086,-0.107302837764894
0.2,4,1.5,35,4,0.49385,0.542520417013712,0.17049346338738,-0.0246012406906243
0.2,4,1.5,40,4,0.5149,0.560396876603931,0.242772913344594,0.059617651800925
0.2,4,1.5,45,4,0.52725,0.576909869512154,0.310100818166723,0.109108111820317
0.2,4,1.5,50,4,0.5404,0.592265820720925,0.373340114895008,0.161953060111443
0.2,4,1.75,20,1,0.524,0.561435395423724,0.24698957862606,0.0960738300896222
0.2,4,1.75,25,1,0.54775,0.592716450073535,0.375206497139485,0.191583854200172
0.2,4,1.75,30,1,0.5746,0.620109407255524,0.49001262835172,0.300644243779052
0.2,4,1.75,35,1,0.59855,0.644480496573906,0.594864450896549,0.399427071066686
0.2,4,1.75,40,1,0.62415,0.666411278672677,0.691998154546138,0.507200596473582
0.2,4,1.75,45,1,0.64025,0.686316115601703,0.782952590278064,0.576449379312157
0.2,4,1.75,50,1,0.65995,0.704503572611769,0.868836655740528,0.663071408953316
0.2,4,1.75,20,2,0.5147,0.561435395423724,0.24698957862606,0.0588169502475386
0.2,4,1.75,25,2,0.5423,0.592716450073535,0.375206497139485,0.169605406187419
0.2,4,1.75,30,2,0.567,0.620109407255524,0.49001262835172,0.269621575725262
0.2,4,1.75,35,2,0.5931,0.644480496573906,0.594864450896549,0.376795563837036
0.2,4,1.75,40,2,0.61575,0.666411278672677,0.691998154546138,0.471547654581942
0.2,4,1.75,45,2,0.63775,0.686316115601703,0.782952590278064,0.565611775821129
0.2,4,1.75,50,2,0.654,0.704503572611769,0.868836655740528,0.636668576399474
0.2,4,1.75,20,3,0.5136,0.561435395423724,0.24698957862606,0.0544134217237944
0.2,4,1.75,25,3,0.53755,0.592716450073535,0.375206497139485,0.150483335930968
0.2,4,1.75,30,3,0.5656,0.620109407255524,0.49001262835172,0.263921345962637
0.2,4,1.75,35,3,0.5888,0.644480496573906,0.594864450896549,0.359006853273711
0.2,4,1.75,40,3,0.6153,0.666411278672677,0.691998154546138,0.469646143988195
0.2,4,1.75,45,3,0.632,0.686316115601703,0.782952590278064,0.540806455977927
0.2,4,1.75,50,3,0.65155,0.704503572611769,0.868836655740528,0.625859391706387
0.2,4,1.75,20,4,0.50415,0.561435395423724,0.24698957862606,0.0166003812070901
0.2,4,1.75,25,4,0.5315,0.592716450073535,0.375206497139485,0.126167096103526
0.2,4,1.75,30,4,0.56055,0.620109407255524,0.49001262835172,0.243394499588948
0.2,4,1.75,35,4,0.58385,0.644480496573906,0.594864450896549,0.33859832832962
0.2,4,1.75,40,4,0.60835,0.666411278672677,0.691998154546138,0.44038179042021
0.2,4,1.75,45,4,0.63115,0.686316115601703,0.782952590278064,0.537153494868559
0.2,4,1.75,50,4,0.6478,0.704503572611769,0.868836655740528,0.609382810675123
0.2,4,2,20,1,0.57745,0.630539016980202,0.534529895271363,0.312314075570605
0.2,4,2,25,1,0.60735,0.666235402427727,0.69120711838559,0.436186601325396
0.2,4,2,30,1,0.6389,0.696855320435621,0.832367632657468,0.570593019324886
0.2,4,2,35,1,0.6589,0.723540613339128,0.962092752547167,0.658396088495174
0.2,4,2,40,1,0.688,0.747063405409889,1.08301121854732,0.790785650123862
0.2,4,2,45,1,0.7051,0.767977295959052,1.1969249410338,0.871703320903765
0.2,4,2,50,1,0.7289,0.78669670785488,1.30512773687346,0.989048791883547
0.2,4,2,20,2,0.5664,0.630539016980202,0.534529895271363,0.267178092254074
0.2,4,2,25,2,0.6009,0.666235402427727,0.69120711838559,0.409216519285194
0.2,4,2,30,2,0.63065,0.696855320435621,0.832367632657468,0.535006329558456
0.2,4,2,35,2,0.6588,0.723540613339128,0.962092752547167,0.657951182685961
0.2,4,2,40,2,0.68185,0.747063405409889,1.08301121854732,0.762286722625042
0.2,4,2,45,2,0.70615,0.767977295959052,1.1969249410338,0.876758246456414
0.2,4,2,50,2,0.7238,0.78669670785488,1.30512773687346,0.96338987015445
0.2,4,2,20,3,0.5689,0.630539016980202,0.534529895271363,0.277364590003513
0.2,4,2,25,3,0.5965,0.666235402427727,0.69120711838559,0.390902753827967
0.2,4,2,30,3,0.62825,0.696855320435621,0.832367632657468,0.524716591083437
0.2,4,2,35,3,0.6545,0.723540613339128,0.962092752547167,0.63887894214223
0.2,4,2,40,3,0.6833,0.747063405409889,1.08301121854732,0.768979048242139
0.2,4,2,45,3,0.7021,0.767977295959052,1.1969249410338,0.857317984303966
0.2,4,2,50,3,0.72315,0.78669670785488,1.30512773687346,0.960140826250765
0.2,4,2,20,4,0.5602,0.630539016980202,0.534529895271363,0.241973784705347
0.2,4,2,25,4,0.5912,0.666235402427727,0.69120711838559,0.368928330744497
0.2,4,2,30,4,0.6231,0.696855320435621,0.832367632657468,0.502727119277087
0.2,4,2,35,4,0.64845,0.723540613339128,0.962092752547167,0.61223295113658
0.2,4,2,40,4,0.6785,0.747063405409889,1.08301121854732,0.74688693559725
0.2,4,2,45,4,0.70095,0.767977295959052,1.1969249410338,0.851825774323979
0.2,4,2,50,4,0.71915,0.78669670785488,1.30512773687346,0.940249240071456
0.2,4,2.25,20,1,0.61525,0.687398855689266,0.78798662111661,0.469434916552177
0.2,4,2.25,25,1,0.65005,0.725443813777035,0.971627698798702,0.619258995872629
0.2,4,2.25,30,1,0.6836,0.757347333475485,1.13819091213447,0.770365715347937
0.2,4,2.25,35,1,0.7048,0.784529167871473,1.29225820105617,0.870260981895652
0.2,4,2.25,40,1,0.73415,0.807953874207089,1.43676938883436,1.0157811274586
0.2,4,2.25,45,1,0.7596,0.828315041552402,1.57373240660306,1.15048777627708
0.2,4,2.25,50,1,0.77635,0.846132484445303,1.70458400479759,1.24452111954832
0.2,4,2.25,20,2,0.6109,0.687398855689266,0.78798662111661,0.451096899665213
0.2,4,2.25,25,2,0.64535,0.725443813777035,0.971627698798702,0.598661417633101
0.2,4,2.25,30,2,0.6778,0.757347333475485,1.13819091213447,0.743679788430077
0.2,4,2.25,35,2,0.70985,0.784529167871473,1.29225820105617,0.894655649472966
0.2,4,2.25,40,2,0.73295,0.807953874207089,1.43676938883436,1.00964157995026
0.2,4,2.25,45,2,0.75765,0.828315041552402,1.57373240660306,1.13983857529079
0.2,4,2.25,50,2,0.7783,0.846132484445303,1.70458400479759,1.25578693734308
0.2,4,2.25,20,3,0.61285,0.687398855689266,0.78798662111661,0.459307992954442
0.2,4,2.25,25,3,0.64255,0.725443813777035,0.971627698798702,0.586449142540289
0.2,4,2.25,30,3,0.67965,0.757347333475485,1.13819091213447,0.752163811696226
0.2,4,2.25,35,3,0.7072,0.784529167871473,1.29225820105617,0.881823729236277
0.2,4,2.25,40,3,0.73425,0.807953874207089,1.43676938883436,1.01629355285667
0.2,4,2.25,45,3,0.75665,0.828315041552402,1.57373240660306,1.13440005885357
0.2,4,2.25,50,3,0.77505,0.846132484445303,1.70458400479759,1.23704938811412
0.2,4,2.25,20,4,0.6048,0.687398855689266,0.78798662111661,0.42550585899161
0.2,4,2.25,25,4,0.6379,0.725443813777035,0.971627698798702,0.566261114476314
0.2,4,2.25,30,4,0.67205,0.757347333475485,1.13819091213447,0.717471584777413
0.2,4,2.25,35,4,0.70395,0.784529167871473,1.29225820105617,0.866178971930752
0.2,4,2.25,40,4,0.72895,0.807953874207089,1.43676938883436,0.989301836844484
0.2,4,2.25,45,4,0.75585,0.828315041552402,1.57373240660306,1.13006015328705
0.2,4,2.25,50,4,0.7736,0.846132484445303,1.70458400479759,1.22875159781006
0.2,4,2.5,20,1,0.645,0.734340365164995,1.0167567127461,0.597132527320357
0.2,4,2.5,25,1,0.6812,0.773209233893225,1.22652183249123,0.759292001872473
0.2,4,2.5,30,1,0.7165,0.805032625119483,1.41805056843495,0.92716612410042
0.2,4,2.5,35,1,0.73725,0.83150547542543,1.59633462945078,1.03172403793833
0.2,4,2.5,40,1,0.7694,0.853780426914765,1.76456463220207,1.20492638248324
0.2,4,2.5,45,1,0.78975,0.872685145269198,1.92491164295437,1.32341914082914
0.2,4,2.5,50,1,0.808,0.888837682467021,2.07892318116141,1.43706668649331
0.2,4,2.5,20,2,0.6422,0.734340365164995,1.0167567127461,0.584925610580795
0.2,4,2.5,25,2,0.67775,0.773209233893225,1.22652183249123,0.743450846559478
0.2,4,2.5,30,2,0.7124,0.805032625119483,1.41805056843495,0.907068925568615
0.2,4,2.5,35,2,0.7439,0.83150547542543,1.59633462945078,1.06633862399182
0.2,4,2.5,40,2,0.7701,0.853780426914765,1.76456463220207,1.20887594477607
0.2,4,2.5,45,2,0.78895,0.872685145269198,1.92491164295437,1.31860787525317
0.2,4,2.5,50,2,0.8117,0.888837682467021,2.07892318116141,1.46109437810402
0.2,4,2.5,20,3,0.6457,0.734340365164995,1.0167567127461,0.600190987760995
0.2,4,2.5,25,3,0.6766,0.773209233893225,1.22652183249123,0.738190309203602
0.2,4,2.5,30,3,0.71475,0.805032625119483,1.41805056843495,0.918566842460236
0.2,4,2.5,35,3,0.7416,0.83150547542543,1.59633462945078,1.0543012423432
0.2,4,2.5,40,3,0.77125,0.853780426914765,1.76456463220207,1.21538287106397
0.2,4,2.5,45,3,0.78915,0.872685145269198,1.92491164295437,1.31980943665236
0.2,4,2.5,50,3,0.80905,0.888837682467021,2.07892318116141,1.44384910617429
0.2,4,2.5,20,4,0.63935,0.734340365164995,1.0167567127461,0.572544076307495
0.2,4,2.5,25,4,0.6761,0.773209233893225,1.22652183249123,0.735906167919348
0.2,4,2.5,30,4,0.7103,0.805032625119483,1.41805056843495,0.896841511228459
0.2,4,2.5,35,4,0.7381,0.83150547542543,1.59633462945078,1.03611656526234
0.2,4,2.5,40,4,0.76705,0.853780426914765,1.76456463220207,1.19172815002798
0.2,4,2.5,45,4,0.7889,0.872685145269198,1.92491164295437,1.31830761524677
0.2,4,2.5,50,4,0.80715,0.888837682467021,2.07892318116141,1.4315968399493
0.25,4,1.25,20,1,0.36215,0.38387778498574,-0.473121111188489,-0.566044655342964
0.25,4,1.25,25,1,0.3725,0.398887240347693,-0.410103765686041,-0.521506633186325
0.25,4,1.25,30,1,0.38245,0.412410744959569,-0.354008351445672,-0.479162111116148
0.25,4,1.25,35,1,0.3938,0.424793987705217,-0.303123942290124,-0.431366798418678
0.25,4,1.25,40,1,0.4034,0.436265130718722,-0.256333894533238,-0.391318246560537
0.25,4,1.25,45,1,0.40565,0.446984225429481,-0.212863222435533,-0.381977652585559
0.25,4,1.25,50,1,0.41025,0.457068737470969,-0.172148933771968,-0.362931988317584
0.25,4,1.25,20,2,0.3557,0.38387778498574,-0.473121111188489,-0.594076777190187
0.25,4,1.25,25,2,0.3693,0.398887240347693,-0.410103765686041,-0.535220991811088
0.25,4,1.25,30,2,0.37655,0.412410744959569,-0.354008351445672,-0.504217728895235
0.25,4,1.25,35,2,0.38645,0.424793987705217,-0.303123942290124,-0.462259266869677
0.25,4,1.25,40,2,0.3957,0.436265130718722,-0.256333894533238,-0.423414414976134
0.25,4,1.25,45,2,0.40185,0.446984225429481,-0.212863222435533,-0.397762673958186
0.25,4,1.25,50,2,0.40965,0.457068737470969,-0.172148933771968,-0.365412444765295
0.25,4,1.25,20,3,0.35295,0.38387778498574,-0.473121111188489,-0.606097167426198
0.25,4,1.25,25,3,0.3654,0.398887240347693,-0.410103765686041,-0.552002235205189
0.25,4,1.25,30,3,0.37395,0.412410744959569,-0.354008351445672,-0.51530814147728
0.25,4,1.25,35,3,0.3821,0.424793987705217,-0.303123942290124,-0.48064427761408
0.25,4,1.25,40,3,0.3914,0.436265130718722,-0.256333894533238,-0.441431182500895
0.25,4,1.25,45,3,0.4004,0.446984225429481,-0.212863222435533,-0.403798718787377
0.25,4,1.25,50,3,0.40635,0.457068737470969,-0.172148933771968,-0.379075062912588
0.25,4,1.25,20,4,0.34785,0.38387778498574,-0.473121111188489,-0.628503244446642
0.25,4,1.25,25,4,0.3616,0.398887240347693,-0.410103765686041,-0.568426417617578
0.25,4,1.25,30,4,0.36935,0.412410744959569,-0.354008351445672,-0.535006329558455
0.25,4,1.25,35,4,0.37725,0.424793987705217,-0.303123942290124,-0.501237056494331
0.25,4,1.25,40,4,0.38665,0.436265130718722,-0.256333894533238,-0.461415844423717
0.25,4,1.25,45,4,0.39485,0.446984225429481,-0.212863222435533,-0.426970415241023
0.25,4,1.25,50,4,0.4039,0.457068737470969,-0.172148933771968,-0.389241115656513
0.25,4,1.5,20,1,0.46335,0.493214368249479,-0.0271441935491595,-0.146863404894833
0.25,4,1.5,25,1,0.481,0.519183701920599,0.0767724936611554,-0.0760366130601276
0.25,4,1.5,30,1,0.5062,0.542232388341222,0.169333013105913,0.0248012711999444
0.25,4,1.5,35,1,0.5231,0.563022563018001,0.253438141602688,0.0924658250723867
0.25,4,1.5,40,1,0.5389,0.581994022017445,0.330964442414833,0.155915085726791
0.25,4,1.5,45,1,0.55315,0.599457255830207,0.403204184397018,0.213406244653519
0.25,4,1.5,50,1,0.5676,0.615641614845744,0.471089588132504,0.272065859520834
0.25,4,1.5,20,2,0.45375,0.493214368249479,-0.0271441935491595,-0.185530360830739
0.25,4,1.5,25,2,0.4775,0.519183701920599,0.0767724936611554,-0.090060823918181
0.25,4,1.5,30,2,0.49655,0.542232388341222,0.169333013105913,-0.0138002190122563
0.25,4,1.5,35,2,0.511,0.563022563018001,0.253438141602688,0.0440071007288324
0.25,4,1.5,40,2,0.53335,0.581994022017445,0.330964442414833,0.133598357059736
0.25,4,1.5,45,2,0.54295,0.599457255830207,0.403204184397018,0.172224440563082
0.25,4,1.5,50,2,0.55805,0.615641614845744,0.471089588132504,0.233251810594767
0.25,4,1.5,20,3,0.44715,0.493214368249479,-0.0271441935491595,-0.212192608196221
0.25,4,1.5,25,3,0.4712,0.519183701920599,0.0767724936611554,-0.115327656200099
0.25,4,1.5,30,3,0.48935,0.542232388341222,0.169333013105913,-0.0426064441522796
0.25,4,1.5,35,3,0.50445,0.563022563018001,0.253438141602688,0.0178004700016711
0.25,4,1.5,40,3,0.5248,0.581994022017445,0.330964442414833,0.0992814695814444
0.25,4,1.5,45,3,0.53965,0.599457255830207,0.403204184397018,0.1589337115375
0.25,4,1.5,50,3,0.55485,0.615641614845744,0.471089588132504,0.220286502926893
0.25,4,1.5,20,4,0.4413,0.493214368249479,-0.0271441935491595,-0.235887740189601
0.25,4,1.5,25,4,0.4683,0.519183701920599,0.0767724936611554,-0.126970304320797
0.25,4,1.5,30,4,0.48435,0.542232388341222,0.169333013105913,-0.062620454889684
0.25,4,1.5,35,4,0.50115,0.563022563018001,0.253438141602688,0.00460000811135894
0.25,4,1.5,40,4,0.5191,0.581994022017445,0.330964442414833,0.0764371945495664
0.25,4,1.5,45,4,0.53355,0.599457255830207,0.403204184397018,0.134401953655604
0.25,4,1.5,50,4,0.55165,0.615641614845744,0.471089588132504,0.207339609808258
0.25,4,1.75,20,1,0.5377,0.581868560964934,0.330448751410419,0.151086752821452
0.25,4,1.75,25,1,0.56945,0.615008386546445,0.468414353561417,0.279607521578186
0.25,4,1.75,30,1,0.5996,0.643823631243667,0.591998798040161,0.403798718787377
0.25,4,1.75,35,1,0.62325,0.669287759250532,0.704965467089268,0.503365884897062
0.25,4,1.75,40,1,0.63795,0.692052914923786,0.809734452833747,0.566477586532923
0.25,4,1.75,45,1,0.66285,0.712583286705212,0.907963673552007,0.676020785064267
0.25,4,1.75,50,1,0.68095,0.731224405527726,1.00084358679284,0.75814105170061
0.25,4,1.75,20,2,0.5309,0.581868560964934,0.330448751410419,0.123757714255214
0.25,4,1.75,25,2,0.5601,0.615008386546445,0.468414353561417,0.241567910861113
0.25,4,1.75,30,2,0.5909,0.643823631243667,0.591998798040161,0.367687173416276
0.25,4,1.75,35,2,0.61625,0.669287759250532,0.704965467089268,0.473661426455493
0.25,4,1.75,40,2,0.6383,0.692052914923786,0.809734452833747,0.567993253303959
0.25,4,1.75,45,2,0.65335,0.712583286705212,0.907963673552007,0.633797348046656
0.25,4,1.75,50,2,0.67155,0.731224405527726,1.00084358679284,0.715203854016603
0.25,4,1.75,20,3,0.52125,0.581868560964934,0.330448751410419,0.0850512326181554
0.25,4,1.75,25,3,0.5574,0.615008386546445,0.468414353561417,0.230616687430899
0.25,4,1.75,30,3,0.58335,0.643823631243667,0.591998798040161,0.33654080844165
0.25,4,1.75,35,3,0.6092,0.669287759250532,0.704965467089268,0.443950700852379
0.25,4,1.75,40,3,0.63075,0.692052914923786,0.809734452833747,0.535435666109678
0.25,4,1.75,45,3,0.65175,0.712583286705212,0.907963673552007,0.626740440153696
0.25,4,1.75,50,3,0.6702,0.731224405527726,1.00084358679284,0.709089765177712
